transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary
T000437,2025-07-01,7,A004,Off-budget Fund Account,Bank B,Finance Bureau Internal Unit,project_fund_payment,outflow,157041,V000437,Simulated project fund payment for Finance Bureau Internal Unit,simulated_system,bank_statement,748920.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000420,2025-07-03,7,A007,Education Fund Account,Bank D,Social Security Department,off_budget_fund_transfer,outflow,203615,V000420,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000432,2025-07-03,7,A002,Budget Execution Payment Account,Bank A,Health Department,non_tax_revenue_collection,inflow,31081,V000432,Simulated non tax revenue collection for Health Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000385,2025-07-04,7,A006,Social Security Transfer Account,Bank C,Education Department,budget_execution_payment,outflow,291265,V000385,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000386,2025-07-04,7,A005,Special Fund Account,Bank C,Health Department,budget_execution_payment,outflow,163314,V000386,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000421,2025-07-04,7,A011,Inter-fund Transfer Account,Bank F,Culture and Tourism Department,non_tax_revenue_collection,inflow,42425,V000421,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000424,2025-07-04,7,A011,Inter-fund Transfer Account,Bank F,Urban Management Department,off_budget_fund_transfer,inflow,198065,V000424,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000426,2025-07-04,7,A008,Health Project Fund Account,Bank D,Social Security Department,refund,inflow,2215,V000426,Simulated refund for Social Security Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000416,2025-07-06,7,A007,Education Fund Account,Bank D,Environmental Protection Department,temporary_holding,inflow,128680,V000416,Simulated temporary holding for Environmental Protection Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000435,2025-07-06,7,A013,Year-end Settlement Account,Bank G,Infrastructure Department,budget_execution_payment,outflow,55897,V000435,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000384,2025-07-07,7,A001,Treasury Main Account,Bank A,Agriculture Department,temporary_holding,inflow,66809,V000384,Simulated temporary holding for Agriculture Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000404,2025-07-07,7,A010,Temporary Holding Account,Bank E,Health Department,refund,inflow,19065,V000404,Simulated refund for Health Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000394,2025-07-08,7,A001,Treasury Main Account,Bank A,Culture and Tourism Department,off_budget_fund_transfer,outflow,432311,V000394,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000406,2025-07-08,7,A005,Special Fund Account,Bank C,Infrastructure Department,budget_execution_payment,outflow,285025,V000406,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000382,2025-07-09,7,A005,Special Fund Account,Bank C,Culture and Tourism Department,non_tax_revenue_collection,inflow,166205,V000382,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department
T000389,2025-07-10,7,A001,Treasury Main Account,Bank A,Urban Management Department,audit_adjustment,outflow,68616,V000389,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000393,2025-07-10,7,A004,Off-budget Fund Account,Bank B,Community Services Department,non_tax_revenue_collection,inflow,82242,V000393,Simulated non tax revenue collection for Community Services Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000438,2025-07-10,7,A004,Off-budget Fund Account,Bank B,Culture and Tourism Department,project_fund_payment,outflow,53174,V000438,Simulated project fund payment for Culture and Tourism Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000391,2025-07-11,7,A008,Health Project Fund Account,Bank D,Social Security Department,off_budget_fund_transfer,inflow,257705,V000391,Simulated off budget fund transfer for Social Security Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000403,2025-07-11,7,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,non_tax_revenue_collection,inflow,167730,V000403,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department
T000417,2025-07-11,7,A008,Health Project Fund Account,Bank D,Agriculture Department,non_tax_revenue_collection,inflow,124682,V000417,Simulated non tax revenue collection for Agriculture Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000399,2025-07-12,7,A003,Non-tax Revenue Collection Account,Bank B,Health Department,budget_execution_payment,outflow,324958,V000399,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000408,2025-07-12,7,A005,Special Fund Account,Bank C,Environmental Protection Department,budget_execution_payment,outflow,103791,V000408,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000419,2025-07-12,7,A005,Special Fund Account,Bank C,Culture and Tourism Department,inter_fund_transfer,outflow,94694,V000419,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000422,2025-07-12,7,A010,Temporary Holding Account,Bank E,Finance Bureau Internal Unit,budget_execution_payment,outflow,122478,V000422,Simulated budget execution payment for Finance Bureau Internal Unit,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000427,2025-07-13,7,A010,Temporary Holding Account,Bank E,Environmental Protection Department,budget_execution_payment,outflow,149648,V000427,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000434,2025-07-14,7,A013,Year-end Settlement Account,Bank G,Culture and Tourism Department,non_tax_revenue_collection,inflow,48459,V000434,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000430,2025-07-15,7,A005,Special Fund Account,Bank C,Culture and Tourism Department,budget_execution_payment,outflow,221239,V000430,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000411,2025-07-16,7,A003,Non-tax Revenue Collection Account,Bank B,Finance Bureau Internal Unit,refund,inflow,2066,V000411,Simulated refund for Finance Bureau Internal Unit,simulated_system,bank_statement,70230.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000383,2025-07-17,7,A012,Audit Adjustment Account,Bank F,Infrastructure Department,budget_execution_payment,outflow,171899,V000383,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000387,2025-07-17,7,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,non_tax_revenue_collection,inflow,91436,V000387,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000407,2025-07-17,7,A013,Year-end Settlement Account,Bank G,Transport Department,inter_fund_transfer,inflow,464844,V000407,Simulated inter fund transfer for Transport Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000423,2025-07-17,7,A010,Temporary Holding Account,Bank E,Urban Management Department,non_tax_revenue_collection,inflow,36105,V000423,Simulated non tax revenue collection for Urban Management Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000397,2025-07-18,7,A008,Health Project Fund Account,Bank D,Community Services Department,audit_adjustment,inflow,51971,V000397,Simulated audit adjustment for Community Services Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type
T000414,2025-07-19,7,A004,Off-budget Fund Account,Bank B,Environmental Protection Department,non_tax_revenue_collection,inflow,175939,V000414,Simulated non tax revenue collection for Environmental Protection Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000390,2025-07-20,7,A008,Health Project Fund Account,Bank D,Culture and Tourism Department,non_tax_revenue_collection,inflow,116361,V000390,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000392,2025-07-21,7,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,temporary_holding,inflow,234440,V000392,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,1,1,1,0,0,81,1,6,High,Immediate review required,large_amount; high_risk_type; high_activity_department
T000405,2025-07-21,7,A012,Audit Adjustment Account,Bank F,Transport Department,off_budget_fund_transfer,inflow,435237,V000405,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000400,2025-07-22,7,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,non_tax_revenue_collection,inflow,48894,V000400,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000415,2025-07-22,7,A008,Health Project Fund Account,Bank D,Environmental Protection Department,non_tax_revenue_collection,inflow,127990,V000415,Simulated non tax revenue collection for Environmental Protection Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000412,2025-07-23,7,A012,Audit Adjustment Account,Bank F,Culture and Tourism Department,off_budget_fund_transfer,outflow,276331,V000412,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000381,2025-07-25,7,A006,Social Security Transfer Account,Bank C,Finance Bureau Internal Unit,off_budget_fund_transfer,outflow,182271,V000381,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000395,2025-07-25,7,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,budget_execution_payment,outflow,85524,V000395,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000396,2025-07-25,7,A003,Non-tax Revenue Collection Account,Bank B,Health Department,project_fund_payment,outflow,692416,V000396,Simulated project fund payment for Health Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000409,2025-07-25,7,A013,Year-end Settlement Account,Bank G,Social Security Department,refund,inflow,49645,V000409,Simulated refund for Social Security Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000410,2025-07-25,7,A003,Non-tax Revenue Collection Account,Bank B,Social Security Department,audit_adjustment,inflow,25162,V000410,Simulated audit adjustment for Social Security Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000425,2025-07-25,7,A012,Audit Adjustment Account,Bank F,Health Department,project_fund_payment,outflow,116985,V000425,Simulated project fund payment for Health Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000398,2025-07-26,7,A011,Inter-fund Transfer Account,Bank F,Environmental Protection Department,budget_execution_payment,outflow,257890,V000398,Simulated budget execution payment for Environmental Protection Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000413,2025-07-26,7,A013,Year-end Settlement Account,Bank G,Culture and Tourism Department,budget_execution_payment,outflow,285228,V000413,Simulated budget execution payment for Culture and Tourism Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000428,2025-07-26,7,A004,Off-budget Fund Account,Bank B,Social Security Department,budget_execution_payment,outflow,254337,V000428,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000429,2025-07-26,7,A013,Year-end Settlement Account,Bank G,Finance Bureau Internal Unit,inter_fund_transfer,inflow,334260,V000429,Simulated inter fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000418,2025-07-27,7,A001,Treasury Main Account,Bank A,Culture and Tourism Department,non_tax_revenue_collection,inflow,57949,V000418,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,81,1,1,Low,Routine monitoring,high_activity_department
T000436,2025-07-27,7,A012,Audit Adjustment Account,Bank F,Finance Bureau Internal Unit,refund,inflow,27279,V000436,Simulated refund for Finance Bureau Internal Unit,simulated_system,bank_statement,70230.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000402,2025-07-28,7,A001,Treasury Main Account,Bank A,Environmental Protection Department,project_fund_payment,outflow,570610,V000402,Simulated project fund payment for Environmental Protection Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000439,2025-07-28,7,A011,Inter-fund Transfer Account,Bank F,Education Department,non_tax_revenue_collection,inflow,103970,V000439,Simulated non tax revenue collection for Education Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000433,2025-07-29,7,A002,Budget Execution Payment Account,Bank A,Agriculture Department,budget_execution_payment,outflow,52634,V000433,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000401,2025-07-30,7,A012,Audit Adjustment Account,Bank F,Education Department,temporary_holding,inflow,135180,V000401,Simulated temporary holding for Education Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type
T000431,2025-07-31,7,A010,Temporary Holding Account,Bank E,Health Department,refund,inflow,8080,V000431,Simulated refund for Health Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000455,2025-08-01,8,A003,Non-tax Revenue Collection Account,Bank B,Emergency Management Department,inter_fund_transfer,inflow,182696,V000455,Simulated inter fund transfer for Emergency Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000458,2025-08-01,8,A008,Health Project Fund Account,Bank D,Urban Management Department,audit_adjustment,inflow,32406,V000458,Simulated audit adjustment for Urban Management Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type
T000477,2025-08-01,8,A008,Health Project Fund Account,Bank D,Community Services Department,budget_execution_payment,outflow,57879,V000477,Simulated budget execution payment for Community Services Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,57,0,0,Low,Routine monitoring,no_major_flag
T000444,2025-08-02,8,A011,Inter-fund Transfer Account,Bank F,Education Department,temporary_holding,inflow,136082,V000444,Simulated temporary holding for Education Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type
T000447,2025-08-02,8,A013,Year-end Settlement Account,Bank G,Transport Department,year_end_settlement,outflow,474874,V000447,Simulated year end settlement for Transport Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000448,2025-08-02,8,A009,Infrastructure Payment Account,Bank E,Social Security Department,year_end_settlement,inflow,559787,V000448,Simulated year end settlement for Social Security Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000461,2025-08-03,8,A006,Social Security Transfer Account,Bank C,Emergency Management Department,budget_execution_payment,outflow,79164,V000461,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000472,2025-08-03,8,A006,Social Security Transfer Account,Bank C,Agriculture Department,audit_adjustment,inflow,4491,V000472,Simulated audit adjustment for Agriculture Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000449,2025-08-04,8,A005,Special Fund Account,Bank C,Agriculture Department,budget_execution_payment,outflow,271071,V000449,Simulated budget execution payment for Agriculture Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000482,2025-08-04,8,A008,Health Project Fund Account,Bank D,Agriculture Department,non_tax_revenue_collection,inflow,148788,V000482,Simulated non tax revenue collection for Agriculture Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000470,2025-08-06,8,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,inter_fund_transfer,inflow,353245,V000470,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000462,2025-08-07,8,A013,Year-end Settlement Account,Bank G,Emergency Management Department,refund,inflow,39860,V000462,Simulated refund for Emergency Management Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000479,2025-08-09,8,A010,Temporary Holding Account,Bank E,Environmental Protection Department,temporary_holding,inflow,246770,V000479,Simulated temporary holding for Environmental Protection Department,simulated_system,bank_statement,219627.5,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000457,2025-08-10,8,A010,Temporary Holding Account,Bank E,Emergency Management Department,budget_execution_payment,outflow,322259,V000457,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000469,2025-08-10,8,A013,Year-end Settlement Account,Bank G,Transport Department,budget_execution_payment,outflow,309819,V000469,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000475,2025-08-10,8,A008,Health Project Fund Account,Bank D,Finance Bureau Internal Unit,non_tax_revenue_collection,inflow,116369,V000475,Simulated non tax revenue collection for Finance Bureau Internal Unit,simulated_system,bank_statement,163417.0,0,0,1,0,0,77,1,1,Low,Routine monitoring,high_activity_department
T000490,2025-08-10,8,A008,Health Project Fund Account,Bank D,Infrastructure Department,budget_execution_payment,outflow,109941,V000490,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000440,2025-08-11,8,A006,Social Security Transfer Account,Bank C,Emergency Management Department,refund,inflow,2992,V000440,Simulated refund for Emergency Management Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000451,2025-08-11,8,A009,Infrastructure Payment Account,Bank E,Agriculture Department,off_budget_fund_transfer,outflow,481448,V000451,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,1,1,1,0,0,70,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000459,2025-08-11,8,A010,Temporary Holding Account,Bank E,Health Department,non_tax_revenue_collection,inflow,177208,V000459,Simulated non tax revenue collection for Health Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount
T000466,2025-08-13,8,A007,Education Fund Account,Bank D,Emergency Management Department,budget_execution_payment,outflow,235657,V000466,Simulated budget execution payment for Emergency Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000484,2025-08-13,8,A002,Budget Execution Payment Account,Bank A,Transport Department,project_fund_payment,outflow,172066,V000484,Simulated project fund payment for Transport Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000494,2025-08-13,8,A009,Infrastructure Payment Account,Bank E,Environmental Protection Department,inter_fund_transfer,inflow,289579,V000494,Simulated inter fund transfer for Environmental Protection Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000486,2025-08-14,8,A010,Temporary Holding Account,Bank E,Environmental Protection Department,off_budget_fund_transfer,inflow,151544,V000486,Simulated off budget fund transfer for Environmental Protection Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000443,2025-08-15,8,A008,Health Project Fund Account,Bank D,Transport Department,budget_execution_payment,outflow,249530,V000443,Simulated budget execution payment for Transport Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,74,1,1,Low,Routine monitoring,high_activity_department
T000467,2025-08-15,8,A013,Year-end Settlement Account,Bank G,Urban Management Department,budget_execution_payment,outflow,108741,V000467,Simulated budget execution payment for Urban Management Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000481,2025-08-15,8,A012,Audit Adjustment Account,Bank F,Health Department,temporary_holding,inflow,243754,V000481,Simulated temporary holding for Health Department,simulated_system,bank_statement,219627.5,1,1,1,0,0,63,0,5,Medium,Review transaction amount and supporting documents,large_amount; high_risk_type
T000442,2025-08-16,8,A013,Year-end Settlement Account,Bank G,Social Security Department,inter_fund_transfer,outflow,492617,V000442,Simulated inter fund transfer for Social Security Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
T000460,2025-08-16,8,A005,Special Fund Account,Bank C,Education Department,off_budget_fund_transfer,outflow,279141,V000460,Simulated off budget fund transfer for Education Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,56,0,2,Low,Second-level review recommended,high_risk_type
T000471,2025-08-16,8,A005,Special Fund Account,Bank C,Infrastructure Department,budget_execution_payment,outflow,139975,V000471,Simulated budget execution payment for Infrastructure Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,64,0,0,Low,Routine monitoring,no_major_flag
T000452,2025-08-17,8,A001,Treasury Main Account,Bank A,Education Department,budget_execution_payment,outflow,65689,V000452,Simulated budget execution payment for Education Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,56,0,0,Low,Routine monitoring,no_major_flag
T000453,2025-08-17,8,A012,Audit Adjustment Account,Bank F,Emergency Management Department,year_end_settlement,outflow,360763,V000453,Simulated year end settlement for Emergency Management Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000476,2025-08-17,8,A009,Infrastructure Payment Account,Bank E,Finance Bureau Internal Unit,year_end_settlement,outflow,267268,V000476,Simulated year end settlement for Finance Bureau Internal Unit,simulated_system,bank_statement,600508.3,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000480,2025-08-17,8,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,audit_adjustment,inflow,98228,V000480,Simulated audit adjustment for Culture and Tourism Department,simulated_system,bank_statement,100457.59999999999,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000483,2025-08-17,8,A007,Education Fund Account,Bank D,Environmental Protection Department,project_fund_payment,outflow,161825,V000483,Simulated project fund payment for Environmental Protection Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000446,2025-08-20,8,A005,Special Fund Account,Bank C,Culture and Tourism Department,non_tax_revenue_collection,inflow,174871,V000446,Simulated non tax revenue collection for Culture and Tourism Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,81,1,4,Medium,Review transaction amount and supporting documents,large_amount; high_activity_department
T000493,2025-08-20,8,A010,Temporary Holding Account,Bank E,Transport Department,temporary_holding,inflow,51025,V000493,Simulated temporary holding for Transport Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department
T000445,2025-08-21,8,A004,Off-budget Fund Account,Bank B,Agriculture Department,non_tax_revenue_collection,inflow,110315,V000445,Simulated non tax revenue collection for Agriculture Department,simulated_system,bank_statement,163417.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000454,2025-08-21,8,A010,Temporary Holding Account,Bank E,Social Security Department,budget_execution_payment,outflow,218153,V000454,Simulated budget execution payment for Social Security Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,66,0,0,Low,Routine monitoring,no_major_flag
T000456,2025-08-21,8,A005,Special Fund Account,Bank C,Environmental Protection Department,off_budget_fund_transfer,inflow,241655,V000456,Simulated off budget fund transfer for Environmental Protection Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type
T000463,2025-08-21,8,A004,Off-budget Fund Account,Bank B,Health Department,refund,inflow,23672,V000463,Simulated refund for Health Department,simulated_system,bank_statement,70230.0,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000468,2025-08-21,8,A005,Special Fund Account,Bank C,Health Department,budget_execution_payment,outflow,135260,V000468,Simulated budget execution payment for Health Department,simulated_system,bank_statement,316246.60000000003,0,0,1,0,0,63,0,0,Low,Routine monitoring,no_major_flag
T000495,2025-08-21,8,A007,Education Fund Account,Bank D,Environmental Protection Department,project_fund_payment,outflow,413334,V000495,Simulated project fund payment for Environmental Protection Department,simulated_system,bank_statement,748920.0,0,0,1,0,0,70,0,0,Low,Routine monitoring,no_major_flag
T000497,2025-08-22,8,A012,Audit Adjustment Account,Bank F,Social Security Department,temporary_holding,inflow,160145,V000497,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type
