case_id,transaction_id,date,month,account_id,account_name,bank_name,department,transaction_type,direction,amount,voucher_id,description,created_by,data_source,type_amount_90th_percentile,large_amount_flag,high_risk_type_flag,duplicate_group_count,duplicate_pattern_flag,year_end_flag,department_transaction_count,department_risk_flag,risk_score,risk_level,recommended_action,risk_flag_summary,case_owner,case_status,days_open,overdue_flag,second_review_required,investigation_priority,investigation_note,follow_up_action,investigation_priority_score
CASE00135,T000783,2025-12-28,12,A008,Health Project Fund Account,Bank D,Emergency Management Department,temporary_holding,inflow,207626,V000783,Simulated temporary holding for Emergency Management Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Finance Operations Reviewer,closed,2,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00136,T000139,2025-03-10,3,A011,Inter-fund Transfer Account,Bank F,Culture and Tourism Department,off_budget_fund_transfer,inflow,205211,V000139,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Senior Review Officer,investigating,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00137,T000758,2025-12-03,12,A010,Temporary Holding Account,Bank E,Urban Management Department,inter_fund_transfer,inflow,203208,V000758,Simulated inter fund transfer for Urban Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Finance Operations Reviewer,investigating,8,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00138,T000093,2025-02-21,2,A004,Off-budget Fund Account,Bank B,Culture and Tourism Department,off_budget_fund_transfer,inflow,198270,V000093,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,closed,4,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00139,T000328,2025-06-17,6,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,temporary_holding,inflow,197902,V000328,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,closed,4,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00140,T000523,2025-09-26,9,A003,Non-tax Revenue Collection Account,Bank B,Finance Bureau Internal Unit,off_budget_fund_transfer,inflow,192434,V000523,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,closed,1,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00141,T000381,2025-07-25,7,A006,Social Security Transfer Account,Bank C,Finance Bureau Internal Unit,off_budget_fund_transfer,outflow,182271,V000381,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,closed,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00142,T000077,2025-02-01,2,A006,Social Security Transfer Account,Bank C,Culture and Tourism Department,off_budget_fund_transfer,inflow,181878,V000077,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,closed,5,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00143,T000002,2025-01-28,1,A011,Inter-fund Transfer Account,Bank F,Transport Department,off_budget_fund_transfer,inflow,179503,V000002,Simulated off budget fund transfer for Transport Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Senior Review Officer,open,10,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00144,T000459,2025-08-11,8,A010,Temporary Holding Account,Bank E,Health Department,non_tax_revenue_collection,inflow,177208,V000459,Simulated non tax revenue collection for Health Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount,Controls Reviewer,closed,4,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00145,T000414,2025-07-19,7,A004,Off-budget Fund Account,Bank B,Environmental Protection Department,non_tax_revenue_collection,inflow,175939,V000414,Simulated non tax revenue collection for Environmental Protection Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Controls Reviewer,closed,2,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00146,T000679,2025-11-01,11,A008,Health Project Fund Account,Bank D,Health Department,non_tax_revenue_collection,inflow,175456,V000679,Simulated non tax revenue collection for Health Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount,Controls Reviewer,investigating,11,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00147,T000502,2025-09-27,9,A012,Audit Adjustment Account,Bank F,Social Security Department,non_tax_revenue_collection,inflow,173001,V000502,Simulated non tax revenue collection for Social Security Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,66,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,investigating,11,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00148,T000317,2025-06-02,6,A009,Infrastructure Payment Account,Bank E,Health Department,non_tax_revenue_collection,inflow,170386,V000317,Simulated non tax revenue collection for Health Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,closed,5,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00149,T000731,2025-12-14,12,A009,Infrastructure Payment Account,Bank E,Agriculture Department,off_budget_fund_transfer,inflow,169728,V000731,Simulated off budget fund transfer for Agriculture Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Controls Reviewer,investigating,4,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00150,T000635,2025-10-30,10,A013,Year-end Settlement Account,Bank G,Finance Bureau Internal Unit,off_budget_fund_transfer,inflow,167521,V000635,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,investigating,6,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00151,T000600,2025-10-28,10,A011,Inter-fund Transfer Account,Bank F,Emergency Management Department,non_tax_revenue_collection,inflow,165371,V000600,Simulated non tax revenue collection for Emergency Management Department,simulated_system,bank_statement,163417.0,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Finance Operations Reviewer,investigating,13,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00152,T000567,2025-09-18,9,A007,Education Fund Account,Bank D,Culture and Tourism Department,year_end_settlement,outflow,160466,V000567,Simulated year end settlement for Culture and Tourism Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,open,8,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00153,T000250,2025-05-31,5,A012,Audit Adjustment Account,Bank F,Transport Department,year_end_settlement,outflow,138042,V000250,Simulated year end settlement for Transport Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,investigating,8,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00154,T000480,2025-08-17,8,A010,Temporary Holding Account,Bank E,Culture and Tourism Department,audit_adjustment,inflow,98228,V000480,Simulated audit adjustment for Culture and Tourism Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,closed,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00155,T000325,2025-06-27,6,A007,Education Fund Account,Bank D,Transport Department,temporary_holding,inflow,96402,V000325,Simulated temporary holding for Transport Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,open,7,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00156,T000112,2025-03-20,3,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,temporary_holding,inflow,95553,V000112,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,closed,7,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00157,T000419,2025-07-12,7,A005,Special Fund Account,Bank C,Culture and Tourism Department,inter_fund_transfer,outflow,94694,V000419,Simulated inter fund transfer for Culture and Tourism Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,open,10,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00158,T000810,2025-12-15,12,A003,Non-tax Revenue Collection Account,Bank B,Health Department,off_budget_fund_transfer,outflow,86440,V000810,Simulated off budget fund transfer for Health Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,63,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst B,investigating,7,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00159,T000252,2025-05-02,5,A011,Inter-fund Transfer Account,Bank F,Culture and Tourism Department,year_end_settlement,outflow,85745,V000252,Simulated year end settlement for Culture and Tourism Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,closed,6,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00160,T000090,2025-02-25,2,A007,Education Fund Account,Bank D,Culture and Tourism Department,off_budget_fund_transfer,outflow,85337,V000090,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,open,10,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00161,T000774,2025-12-01,12,A002,Budget Execution Payment Account,Bank A,Infrastructure Department,off_budget_fund_transfer,inflow,84645,V000774,Simulated off budget fund transfer for Infrastructure Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst A,closed,4,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00162,T000339,2025-06-15,6,A003,Non-tax Revenue Collection Account,Bank B,Finance Bureau Internal Unit,off_budget_fund_transfer,inflow,84195,V000339,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,investigating,7,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00163,T000352,2025-06-26,6,A009,Infrastructure Payment Account,Bank E,Finance Bureau Internal Unit,off_budget_fund_transfer,inflow,80599,V000352,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,open,9,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00164,T000709,2025-12-14,12,A005,Special Fund Account,Bank C,Health Department,audit_adjustment,outflow,79798,V000709,Simulated audit adjustment for Health Department,simulated_system,bank_statement,100457.6,0,1,1,0,1,63,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Controls Reviewer,closed,6,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00165,T000111,2025-03-29,3,A012,Audit Adjustment Account,Bank F,Infrastructure Department,refund,inflow,78961,V000111,Simulated refund for Infrastructure Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,64,0,3,Medium,Review transaction amount and supporting documents,large_amount,Finance Operations Reviewer,investigating,11,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00166,T000301,2025-06-21,6,A010,Temporary Holding Account,Bank E,Emergency Management Department,refund,inflow,78674,V000301,Simulated refund for Emergency Management Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,open,5,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00167,T000176,2025-04-18,4,A011,Inter-fund Transfer Account,Bank F,Social Security Department,refund,inflow,78256,V000176,Simulated refund for Social Security Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,66,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst A,investigating,2,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00168,T000682,2025-11-30,11,A007,Education Fund Account,Bank D,Social Security Department,refund,inflow,78095,V000682,Simulated refund for Social Security Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,66,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,closed,6,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00169,T000773,2025-12-15,12,A013,Year-end Settlement Account,Bank G,Infrastructure Department,temporary_holding,inflow,77396,V000773,Simulated temporary holding for Infrastructure Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Senior Review Officer,open,8,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00170,T000233,2025-05-23,5,A011,Inter-fund Transfer Account,Bank F,Health Department,refund,inflow,76763,V000233,Simulated refund for Health Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,63,0,3,Medium,Review transaction amount and supporting documents,large_amount,Finance Operations Reviewer,investigating,2,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00171,T000646,2025-10-24,10,A002,Budget Execution Payment Account,Bank A,Emergency Management Department,refund,inflow,74914,V000646,Simulated refund for Emergency Management Department,simulated_system,bank_statement,70230.0,1,0,1,0,0,70,0,3,Medium,Review transaction amount and supporting documents,large_amount,Risk Analyst B,open,3,0,0,Medium,large amount transaction,Request supporting documents for large payment,2
CASE00172,T000795,2025-12-23,12,A009,Infrastructure Payment Account,Bank E,Urban Management Department,off_budget_fund_transfer,outflow,74134,V000795,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Finance Operations Reviewer,investigating,3,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00173,T000614,2025-10-17,10,A009,Infrastructure Payment Account,Bank E,Finance Bureau Internal Unit,off_budget_fund_transfer,inflow,69710,V000614,Simulated off budget fund transfer for Finance Bureau Internal Unit,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,closed,6,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00174,T000098,2025-03-11,3,A004,Off-budget Fund Account,Bank B,Transport Department,temporary_holding,inflow,55028,V000098,Simulated temporary holding for Transport Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,closed,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00175,T000714,2025-12-20,12,A010,Temporary Holding Account,Bank E,Social Security Department,temporary_holding,inflow,54512,V000714,Simulated temporary holding for Social Security Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,66,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst B,investigating,10,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00176,T000724,2025-12-15,12,A004,Off-budget Fund Account,Bank B,Agriculture Department,temporary_holding,inflow,49767,V000724,Simulated temporary holding for Agriculture Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst A,open,8,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00177,T000747,2025-12-26,12,A012,Audit Adjustment Account,Bank F,Infrastructure Department,temporary_holding,inflow,49051,V000747,Simulated temporary holding for Infrastructure Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst B,closed,2,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00178,T000766,2025-12-19,12,A013,Year-end Settlement Account,Bank G,Health Department,audit_adjustment,inflow,42300,V000766,Simulated audit adjustment for Health Department,simulated_system,bank_statement,100457.6,0,1,1,0,1,63,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst B,investigating,9,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00179,T000761,2025-12-03,12,A007,Education Fund Account,Bank D,Environmental Protection Department,audit_adjustment,outflow,41761,V000761,Simulated audit adjustment for Environmental Protection Department,simulated_system,bank_statement,100457.6,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst B,closed,7,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00180,T000692,2025-11-03,11,A012,Audit Adjustment Account,Bank F,Culture and Tourism Department,off_budget_fund_transfer,outflow,37399,V000692,Simulated off budget fund transfer for Culture and Tourism Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,investigating,14,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00181,T000799,2025-12-13,12,A001,Treasury Main Account,Bank A,Emergency Management Department,audit_adjustment,inflow,35928,V000799,Simulated audit adjustment for Emergency Management Department,simulated_system,bank_statement,100457.6,0,1,1,0,1,70,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Risk Analyst A,open,2,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00182,T000014,2025-01-01,1,A003,Non-tax Revenue Collection Account,Bank B,Finance Bureau Internal Unit,temporary_holding,inflow,32671,V000014,Simulated temporary holding for Finance Bureau Internal Unit,simulated_system,bank_statement,219627.5,0,1,1,0,0,77,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Finance Operations Reviewer,closed,6,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00183,T000801,2025-12-18,12,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,temporary_holding,inflow,32099,V000801,Simulated temporary holding for Infrastructure Department,simulated_system,bank_statement,219627.5,0,1,1,0,1,64,0,3,Medium,Second-level review recommended,high_risk_type; year_end,Senior Review Officer,investigating,9,0,0,Medium,high-risk transaction type; year-end transaction,Review approval workflow and transaction purpose,2
CASE00184,T000016,2025-01-07,1,A006,Social Security Transfer Account,Bank C,Transport Department,audit_adjustment,outflow,31306,V000016,Simulated audit adjustment for Transport Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Controls Reviewer,closed,3,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00185,T000361,2025-06-19,6,A003,Non-tax Revenue Collection Account,Bank B,Culture and Tourism Department,temporary_holding,inflow,26428,V000361,Simulated temporary holding for Culture and Tourism Department,simulated_system,bank_statement,219627.5,0,1,1,0,0,81,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst B,closed,7,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00186,T000543,2025-09-15,9,A013,Year-end Settlement Account,Bank G,Transport Department,audit_adjustment,outflow,22359,V000543,Simulated audit adjustment for Transport Department,simulated_system,bank_statement,100457.6,0,1,1,0,0,74,1,3,Medium,Second-level review recommended,high_risk_type; high_activity_department,Risk Analyst A,open,11,0,0,Medium,high-risk transaction type; high-activity department,Review approval workflow and transaction purpose,2
CASE00187,T000448,2025-08-02,8,A009,Infrastructure Payment Account,Bank E,Social Security Department,year_end_settlement,inflow,559787,V000448,Simulated year end settlement for Social Security Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00188,T000538,2025-09-05,9,A013,Year-end Settlement Account,Bank G,Infrastructure Department,year_end_settlement,inflow,509498,V000538,Simulated year end settlement for Infrastructure Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00189,T000191,2025-04-23,4,A011,Inter-fund Transfer Account,Bank F,Environmental Protection Department,year_end_settlement,inflow,508336,V000191,Simulated year end settlement for Environmental Protection Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,7,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00190,T000181,2025-04-22,4,A012,Audit Adjustment Account,Bank F,Emergency Management Department,inter_fund_transfer,inflow,506799,V000181,Simulated inter fund transfer for Emergency Management Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,open,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00191,T000369,2025-06-01,6,A003,Non-tax Revenue Collection Account,Bank B,Infrastructure Department,inter_fund_transfer,outflow,499809,V000369,Simulated inter fund transfer for Infrastructure Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00192,T000442,2025-08-16,8,A013,Year-end Settlement Account,Bank G,Social Security Department,inter_fund_transfer,outflow,492617,V000442,Simulated inter fund transfer for Social Security Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,open,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00193,T000212,2025-04-19,4,A012,Audit Adjustment Account,Bank F,Agriculture Department,inter_fund_transfer,outflow,491249,V000212,Simulated inter fund transfer for Agriculture Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,open,12,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00194,T000537,2025-09-12,9,A007,Education Fund Account,Bank D,Social Security Department,inter_fund_transfer,inflow,481823,V000537,Simulated inter fund transfer for Social Security Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,66,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,open,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00195,T000609,2025-10-15,10,A007,Education Fund Account,Bank D,Infrastructure Department,year_end_settlement,outflow,460779,V000609,Simulated year end settlement for Infrastructure Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00196,T000096,2025-02-17,2,A004,Off-budget Fund Account,Bank B,Urban Management Department,year_end_settlement,inflow,452845,V000096,Simulated year end settlement for Urban Management Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Finance Operations Reviewer,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00197,T000195,2025-04-26,4,A008,Health Project Fund Account,Bank D,Community Services Department,inter_fund_transfer,outflow,442225,V000195,Simulated inter fund transfer for Community Services Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,1,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00198,T000231,2025-05-30,5,A004,Off-budget Fund Account,Bank B,Urban Management Department,off_budget_fund_transfer,inflow,438808,V000231,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00199,T000508,2025-09-14,9,A003,Non-tax Revenue Collection Account,Bank B,Urban Management Department,off_budget_fund_transfer,inflow,435662,V000508,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst A,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00200,T000194,2025-04-21,4,A008,Health Project Fund Account,Bank D,Environmental Protection Department,inter_fund_transfer,outflow,432104,V000194,Simulated inter fund transfer for Environmental Protection Department,simulated_system,bank_statement,509918.00000000006,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00201,T000358,2025-06-27,6,A009,Infrastructure Payment Account,Bank E,Community Services Department,year_end_settlement,outflow,428138,V000358,Simulated year end settlement for Community Services Department,simulated_system,bank_statement,600508.3,0,1,1,0,0,57,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,4,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00202,T000269,2025-05-08,5,A002,Budget Execution Payment Account,Bank A,Infrastructure Department,off_budget_fund_transfer,outflow,423605,V000269,Simulated off budget fund transfer for Infrastructure Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Controls Reviewer,closed,6,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00203,T000070,2025-02-08,2,A011,Inter-fund Transfer Account,Bank F,Urban Management Department,off_budget_fund_transfer,outflow,421182,V000070,Simulated off budget fund transfer for Urban Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,64,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,5,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
CASE00204,T000063,2025-02-01,2,A001,Treasury Main Account,Bank A,Emergency Management Department,off_budget_fund_transfer,inflow,419678,V000063,Simulated off budget fund transfer for Emergency Management Department,simulated_system,bank_statement,446537.6000000001,0,1,1,0,0,70,0,2,Low,Second-level review recommended,high_risk_type,Risk Analyst B,closed,2,0,0,Low,high-risk transaction type,Review approval workflow and transaction purpose,1
